Extract Date,Business Key,POS Code,Menu Item Name,Category,Subcategory,Price,Description,Is Active,Is Vegetarian,Is Vegan,Is Gluten Free
2025-10-01,APP-005,1005,Mozzarella Sticks,Food,Appetizer,10.0,Breaded mozzarella with marinara sauce,True,True,False,False
2025-11-01,APP-005,1005,Mozzarella Sticks,Food,Appetizer,10.0,Breaded mozzarella with marinara sauce,True,True,False,False
2025-12-01,APP-005,1005,Mozzarella Sticks,Food,Appetizer,10.0,Breaded mozzarella with marinara sauce,True,True,False,False
2025-01-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-02-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-03-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-04-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-05-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-06-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-07-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-08-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-09-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-10-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-11-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-12-01,APP-006,1006,Shrimp Cocktail,Food,Appetizer,15.0,Chilled shrimp with house cocktail sauce,True,False,False,True
2025-01-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-02-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-03-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-04-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-05-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-06-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-07-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-08-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-09-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-10-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-11-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-12-01,APP-007,1007,Bruschetta,Food,Appetizer,9.5,"Toasted baguette with tomato, basil, and balsamic",True,True,True,True
2025-01-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-02-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-03-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-04-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-05-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-06-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-07-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-08-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-09-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-10-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-11-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-12-01,APP-008,1008,Pretzel Bites,Food,Appetizer,9.0,Soft pretzel bites with beer cheese dip,True,True,False,False
2025-01-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-02-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-03-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-04-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-05-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-06-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-07-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-08-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-09-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-10-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-11-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-12-01,APP-009,1009,Loaded Potato Skins,Food,Appetizer,11.0,"Potato skins with bacon, cheddar, and sour cream",True,False,False,True
2025-01-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-02-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-03-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-04-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-05-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-06-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-07-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-08-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-09-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-10-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-11-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-12-01,APP-010,1010,Ahi Tuna Tartare,Food,Appetizer,16.5,Sesame-crusted ahi tuna with avocado and soy glaze,True,False,False,False
2025-01-01,APP-011,1011,Onion Rings,Food,Appetizer,7.31,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-02-01,APP-011,1011,Onion Rings,Food,Appetizer,7.31,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-03-01,APP-011,1011,Onion Rings,Food,Appetizer,7.31,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-04-01,APP-011,1011,Onion Rings,Food,Appetizer,7.31,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-05-01,APP-011,1011,Onion Rings,Food,Appetizer,7.31,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-06-01,APP-011,1011,Onion Rings,Food,Appetizer,7.31,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-07-01,APP-011,1011,Onion Rings,Food,Appetizer,7.31,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-08-01,APP-011,1011,Onion Rings,Food,Appetizer,7.31,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-09-01,APP-011,1011,Onion Rings,Food,Appetizer,8.5,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-10-01,APP-011,1011,Onion Rings,Food,Appetizer,8.5,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-11-01,APP-011,1011,Onion Rings,Food,Appetizer,8.5,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-12-01,APP-011,1011,Onion Rings,Food,Appetizer,8.5,Beer-battered onion rings with chipotle ranch,True,True,True,False
2025-01-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-02-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-03-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-04-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-05-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-06-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-07-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-08-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-09-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-10-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-11-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-12-01,APP-012,1012,Caprese Skewers,Food,Appetizer,10.5,"Mozzarella, cherry tomato, and basil skewers",True,True,False,True
2025-01-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-02-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-03-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-04-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-05-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-06-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-07-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-08-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-09-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-10-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-11-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-12-01,APP-013,1013,Deviled Eggs,Food,Appetizer,8.0,Classic deviled eggs with smoked paprika,True,True,False,True
2025-01-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-02-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-03-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-04-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-05-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-06-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-07-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-08-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-09-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-10-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-11-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-12-01,APP-014,1014,Egg Rolls,Food,Appetizer,9.5,Vegetable egg rolls with sweet chili sauce,True,True,False,False
2025-01-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-02-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-03-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-04-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-05-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-06-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-07-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-08-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-09-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-10-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-11-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-12-01,APP-015,1015,Charcuterie Board,Food,Appetizer,18.0,"Selection of cured meats, cheese, and crackers",True,True,False,True
2025-01-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-02-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-03-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-04-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-05-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-06-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-07-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-08-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-09-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-10-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-11-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-12-01,ENT-001,1016,Classic Cheeseburger,Food,Entree,15.0,"Beef patty with cheddar, lettuce, tomato, and fries",True,False,False,False
2025-01-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-02-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-03-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-04-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-05-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-06-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-07-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-08-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-09-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-10-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-11-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-12-01,ENT-002,1017,Grilled Salmon,Food,Entree,24.0,Grilled salmon with seasonal vegetables,True,False,False,True
2025-01-01,ENT-003,1018,Chicken Parmesan,Food,Entree,18.08,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-02-01,ENT-003,1018,Chicken Parmesan,Food,Entree,18.08,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-03-01,ENT-003,1018,Chicken Parmesan,Food,Entree,18.08,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-04-01,ENT-003,1018,Chicken Parmesan,Food,Entree,18.08,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-05-01,ENT-003,1018,Chicken Parmesan,Food,Entree,18.08,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-06-01,ENT-003,1018,Chicken Parmesan,Food,Entree,19.5,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
2025-07-01,ENT-003,1018,Chicken Parmesan,Food,Entree,19.5,Breaded chicken with marinara and mozzarella over pasta,True,False,False,False
